/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_060.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_060.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_060.jpg,0,0.07092619,0,0.01020763
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_136.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_136.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_136.jpg,0,0.2860261,0,0.2117556
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_196.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_196.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_196.jpg,0,0.4481281,0,0.5297424
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_279.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_279.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_279.jpg,0,0.7174741,0,1.070508
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_348.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_348.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_348.jpg,0,0.9352469,0,1.897139
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_417.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_417.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_417.jpg,0,1,0,2.622431
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_511.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_511.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_511.jpg,0,1,0,3.797462
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_591.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_591.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_591.jpg,0,1,0,4.735729
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_683.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_683.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_683.jpg,0,1,0,5.897223
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_776.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_776.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_776.jpg,0,1,0,6.818371
/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/center_2018_08_05_19_36_42_859.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/left_2018_08_05_19_36_42_859.jpg,/Users/Arash/GitHub/CarND-Behavioral-Cloning-P3/data_rev/IMG/right_2018_08_05_19_36_42_859.jpg,0,1,0,7.732292
